<<<<<<< HEAD
E,0,HIP_LOCK
E,0,ZERO
E,0,STREAM_ON
D,941562,0.286,0.000,0.000,0,0
D,941567,0.220,0.000,0.000,0,0
D,941573,0.198,0.000,0.000,0,0
D,941578,0.198,0.000,0.000,0,0
D,941583,0.110,0.000,0.000,0,0
D,941589,0.132,0.000,0.000,0,0
D,941594,0.198,0.000,0.000,0,0
D,941599,0.154,0.000,0.000,0,0
D,941605,0.176,0.000,0.000,0,0
D,941610,0.176,0.000,0.000,0,0
D,941615,0.132,0.000,0.000,0,0
D,941621,0.066,0.000,0.000,0,0
D,941626,0.088,0.000,0.000,0,0
D,941631,0.044,0.000,0.000,0,0
D,941637,0.066,0.000,0.000,0,0
D,941642,0.000,0.000,0.000,0,0
D,941647,0.044,0.000,0.000,0,0
D,941653,0.044,0.000,0.000,0,0
D,941658,0.088,0.000,0.000,0,0
D,941663,-0.044,0.000,0.000,0,0
D,941669,0.000,0.000,0.000,0,0
D,941674,-0.022,0.000,0.000,0,0
D,941679,0.044,0.000,0.000,0,0
D,941685,0.000,0.000,0.000,0,0
D,941690,0.022,0.000,0.000,0,0
D,941695,-0.022,0.000,0.000,0,0
D,941701,-0.022,0.000,11802002.000,0,0
D,941706,-0.022,0.000,-260.068,0,0
D,941711,-0.088,0.000,-260.068,0,0
D,941717,-0.044,0.000,-260.068,0,0
D,941722,-0.066,0.000,-260.068,0,0
D,941727,-0.066,0.000,-260.068,0,0
D,941733,-0.088,0.000,-260.068,0,0
D,941738,-0.088,0.000,0.439,0,0
D,941743,-0.066,0.000,0.439,0,0
D,941749,-0.088,0.000,0.527,0,0
D,941754,-0.088,0.000,0.439,0,0
D,941759,-0.066,0.000,0.439,0,0
D,941765,-0.088,0.000,0.527,0,0
D,941770,-0.132,0.000,0.527,0,0
D,941776,-0.044,0.000,0.439,0,0
D,941781,-0.176,0.000,0.527,0,0
D,941786,-0.154,0.000,0.439,0,0
D,941792,-0.066,0.000,0.527,0,0
D,941797,-0.088,0.000,0.439,0,0
D,941802,-0.088,0.000,0.439,0,0
D,941808,-0.132,0.000,0.527,0,0
D,941813,-0.132,0.000,0.527,0,0
D,941818,-0.198,0.000,0.527,0,0
D,941824,-0.088,0.000,0.527,0,0
D,941829,-0.132,0.000,0.527,0,0
D,941834,-0.132,0.000,0.527,0,0
D,941840,-0.110,0.000,0.527,0,0
D,941845,-0.198,0.000,0.527,0,0
D,941850,-0.088,0.000,0.527,0,0
D,941856,-0.154,0.000,0.527,0,0
D,941861,-0.044,0.000,0.439,0,0
D,941866,-0.066,0.000,0.439,0,0
D,941872,-0.110,0.000,0.527,0,0
D,941877,-0.132,0.000,0.439,0,0
D,941882,-0.176,0.000,0.527,0,0
D,941888,-0.110,0.000,0.527,0,0
D,941893,-0.110,0.000,0.527,0,0
D,941898,-0.088,0.000,0.439,0,0
D,941904,-0.110,0.000,0.527,0,0
D,941909,-0.110,0.000,0.527,0,0
D,941915,-0.176,0.000,0.527,0,0
D,941920,-0.044,0.000,0.527,0,0
D,941925,-0.176,0.000,0.439,0,0
D,941931,-0.132,0.000,0.527,0,0
D,941936,-0.132,0.000,0.527,0,0
D,941941,-0.044,0.000,0.527,0,0
D,941947,-0.088,0.000,0.527,0,0
D,941952,-0.132,0.000,0.439,0,0
D,941957,-0.110,0.000,0.527,0,0
D,941963,-0.088,0.000,0.527,0,0
D,941968,-0.088,0.000,0.439,0,0
D,941973,-0.066,0.000,0.527,0,0
D,941979,0.000,0.000,0.439,0,0
D,941984,-0.044,0.000,0.439,0,0
D,941989,-0.066,0.000,0.527,0,0
D,941995,-0.022,0.000,0.527,0,0
D,942000,-0.022,0.000,0.527,0,0
D,942005,-0.022,0.000,0.439,0,0
D,942011,0.000,0.000,0.527,0,0
D,942016,0.022,0.000,0.527,0,0
D,942021,0.044,0.000,0.527,0,0
D,942027,0.044,0.000,0.527,0,0
D,942032,0.022,0.000,0.439,0,0
D,942037,0.022,0.000,0.527,0,0
D,942043,0.132,0.000,0.439,0,0
D,942048,0.088,0.000,0.527,0,0
D,942053,0.132,0.000,0.527,0,0
D,942059,0.044,0.000,0.527,0,0
D,942064,0.066,0.000,0.439,0,0
D,942070,0.066,0.000,0.527,0,0
D,942075,0.044,0.000,0.527,0,0
D,942080,0.110,0.000,0.439,0,0
D,942086,0.198,0.000,0.527,0,0
D,942091,0.132,0.000,0.439,0,0
D,942096,0.154,0.000,0.527,0,0
D,942102,0.132,0.000,0.527,0,0
D,942107,0.154,0.000,0.439,0,0
D,942112,0.220,0.000,0.527,0,0
D,942118,0.154,0.000,0.527,0,0
D,942123,0.154,0.000,0.439,0,0
D,942128,0.154,0.000,0.527,0,0
D,942134,0.198,0.000,0.439,0,0
D,942139,0.220,0.000,0.439,0,0
D,942144,0.220,0.000,0.439,0,0
D,942150,0.242,0.000,0.527,0,0
D,942155,0.198,0.000,0.527,0,0
D,942160,0.264,0.000,0.527,0,0
D,942166,0.198,0.000,0.527,0,0
D,942171,0.264,0.000,0.439,0,0
D,942176,0.264,0.000,0.439,0,0
D,942182,0.308,0.000,0.439,0,0
D,942187,0.330,0.000,0.439,0,0
D,942192,0.242,0.000,0.439,0,0
D,942198,0.308,0.000,0.527,0,0
D,942203,0.286,0.000,0.527,0,0
D,942208,0.308,0.000,0.439,0,0
D,942214,0.286,0.000,0.439,0,0
D,942219,0.308,0.000,0.439,0,0
D,942225,0.352,0.000,0.527,0,0
D,942230,0.308,0.000,0.439,0,0
D,942235,0.286,0.000,0.527,0,0
D,942241,0.374,0.000,0.439,0,0
D,942246,0.352,0.000,0.527,0,0
D,942251,0.352,0.000,0.527,0,0
D,942257,0.374,0.000,0.439,0,0
D,942262,0.439,0.000,0.527,0,0
D,942267,0.417,0.000,0.527,0,0
D,942273,0.396,0.000,0.439,0,0
D,942278,0.396,0.000,0.439,0,0
D,942283,0.374,0.000,0.527,0,0
D,942289,0.374,0.000,0.439,0,0
D,942294,0.417,0.000,0.439,0,0
D,942299,0.396,0.000,0.439,0,0
D,942305,0.417,0.000,0.527,0,0
D,942310,0.439,0.000,0.527,0,0
D,942315,0.461,0.000,0.527,0,0
D,942321,0.396,0.000,0.439,0,0
D,942326,0.417,0.000,0.527,0,0
D,942331,0.417,0.000,0.527,0,0
D,942337,0.396,0.000,0.439,0,0
D,942342,0.439,0.000,0.527,0,0
D,942347,0.374,0.000,0.439,0,0
D,942353,0.461,0.000,0.527,0,0
D,942358,0.396,0.000,0.527,0,0
D,942363,0.417,0.000,0.439,0,0
D,942369,0.461,0.000,0.439,0,0
D,942374,0.505,0.000,0.439,0,0
D,942380,0.439,0.000,0.439,0,0
D,942385,0.417,0.000,0.439,0,0
D,942390,0.396,0.000,0.439,0,0
D,942396,0.396,0.000,0.439,0,0
D,942401,0.417,0.000,0.527,0,0
D,942406,0.439,0.000,0.439,0,0
D,942412,0.374,0.000,0.439,0,0
D,942417,0.374,0.000,0.439,0,0
D,942422,0.417,0.000,0.439,0,0
D,942428,0.396,0.000,0.439,0,0
D,942433,0.396,0.000,0.439,0,0
D,942438,0.417,0.000,0.527,0,0
D,942444,0.286,0.000,0.527,0,0
D,942449,0.286,0.000,0.527,0,0
D,942454,0.330,0.000,0.527,0,0
D,942460,0.352,0.000,0.527,0,0
D,942465,0.286,0.000,0.527,0,0
D,942470,0.286,0.000,0.527,0,0
D,942476,0.396,0.000,0.439,0,0
D,942481,0.308,0.000,0.527,0,0
D,942486,0.308,0.000,0.439,0,0
D,942492,0.286,0.000,0.527,0,0
D,942497,0.264,0.000,0.527,0,0
D,942502,0.242,0.000,0.527,0,0
D,942508,0.308,0.000,0.527,0,0
D,942513,0.264,0.000,0.439,0,0
D,942518,0.220,0.000,0.527,0,0
D,942524,0.198,0.000,0.439,0,0
D,942529,0.176,0.000,0.527,0,0
D,942535,0.198,0.000,0.439,0,0
D,942540,0.176,0.000,0.439,0,0
D,942545,0.198,0.000,0.527,0,0
D,942551,0.176,0.000,0.527,0,0
D,942556,0.110,0.000,0.527,0,0
D,942561,0.198,0.000,0.439,0,0
D,942567,0.088,0.000,0.527,0,0
D,942572,0.088,0.000,0.527,0,0
D,942577,0.110,0.000,0.527,0,0
D,942583,0.066,0.000,0.527,0,0
D,942588,0.000,0.000,0.439,0,0
D,942593,0.066,0.000,0.527,0,0
D,942599,0.066,0.000,0.527,0,0
D,942604,0.044,0.000,0.527,0,0
D,942609,-0.022,0.000,0.439,0,0
D,942615,0.044,0.000,0.439,0,0
D,942620,-0.044,0.000,0.527,0,0
D,942625,0.022,0.000,0.527,0,0
D,942631,-0.022,0.000,0.439,0,0
