<<<<<<< HEAD
E,0,ZERO
E,0,STREAM_ON
D,2142346,-0.0439
D,2142351,0.0439
D,2142356,0
D,2142361,0.0659
D,2142366,0.0439
D,2142371,0.022
D,2142376,0
D,2142381,0.0659
D,2142386,-0.022
D,2142391,0
D,2142396,0
D,2142401,0
D,2142406,0.022
D,2142411,0.022
D,2142416,0.0439
D,2142421,0.0879
D,2142426,0.0659
D,2142431,0.0439
D,2142436,0.022
D,2142441,0.0439
D,2142446,0.0439
D,2142451,0
D,2142456,-0.022
D,2142461,0.0879
D,2142466,0.0439
D,2142471,-0.022
D,2142476,0
D,2142481,0
D,2142486,0
D,2142491,0
D,2142496,0
D,2142501,0.0439
D,2142506,0.0659
D,2142511,-0.0439
D,2142516,0.022
D,2142521,0.0439
D,2142526,0.0659
D,2142531,0.0439
D,2142536,0
D,2142541,-0.022
D,2142546,0.0659
D,2142551,0.022
D,2142556,0
D,2142561,0.022
D,2142566,0
D,2142571,0.022
D,2142576,0.0659
D,2142581,0.0439
D,2142586,0.0659
D,2142591,0
D,2142596,0.0659
D,2142601,0.0439
D,2142606,0.022
D,2142611,0
D,2142616,-0.0439
D,2142621,0.022
D,2142626,0.0659
D,2142631,-0.022
D,2142636,0
D,2142641,0.0439
D,2142646,0.022
D,2142651,0.022
D,2142656,-0.022
D,2142661,0.022
D,2142666,0.0879
D,2142671,0.0439
D,2142676,0.0439
D,2142681,0.022
D,2142686,0.022
D,2142691,0.0879
D,2142696,0.0439
D,2142701,0
D,2142706,-0.022
D,2142711,0.0439
D,2142716,0.022
D,2142721,0.0879
D,2142726,0
D,2142731,0.022
D,2142736,0
D,2142741,0
D,2142746,-0.0439
D,2142751,0.022
D,2142756,-0.022
D,2142761,0.022
D,2142766,0
D,2142771,0.0439
D,2142776,0
D,2142781,0.0439
D,2142786,0
D,2142791,0.0659
D,2142796,0.022
D,2142801,-0.0659
D,2142806,0.0439
D,2142811,0.0439
D,2142816,0.022
D,2142821,0.0659
D,2142826,-0.022
D,2142831,-0.0879
D,2142836,0.022
D,2142841,0.022
D,2142846,0.022
D,2142851,0.022
D,2142856,0.0879
D,2142861,0.0659
D,2142866,0.0439
D,2142871,0
D,2142876,0
D,2142881,-0.0659
D,2142886,0.022
D,2142891,0.022
D,2142896,0.0439
D,2142901,-0.022
D,2142906,0.0439
D,2142911,0.022
D,2142916,0.022
D,2142921,0.0439
D,2142926,0.0439
D,2142931,0
D,2142936,0.022
D,2142941,0.0439
D,2142946,0.022
D,2142951,0
D,2142956,0.0439
D,2142961,0.0439
D,2142966,0.0879
D,2142971,-0.0659
D,2142976,0.0439
D,2142981,0
D,2142986,0.022
D,2142991,-0.022
D,2142996,0.0439
D,2143001,0
D,2143006,0.022
D,2143011,0
D,2143016,0.0879
D,2143021,0.022
D,2143026,-0.022
D,2143031,0.022
D,2143036,0.022
D,2143041,0.0659
D,2143046,0
D,2143051,0.022
D,2143056,-0.0439
D,2143061,0.0439
D,2143066,0.022
D,2143071,0.0439
D,2143076,0
D,2143081,0.0659
D,2143086,0.022
D,2143091,0.0439
D,2143096,0.0659
D,2143101,0.0439
D,2143106,0.0439
D,2143111,0.022
D,2143116,-0.0439
D,2143121,0.022
D,2143126,0.022
D,2143131,0.022
D,2143136,0
D,2143141,0.022
D,2143146,0.022
D,2143151,0.022
D,2143156,0.0659
D,2143161,0
D,2143166,0.0439
D,2143171,0.0439
D,2143176,0
D,2143181,-0.0439
D,2143186,0.022
D,2143191,0.0439
D,2143196,-0.022
D,2143201,0.022
D,2143206,0.0659
D,2143211,0.0439
D,2143216,0.0439
D,2143221,0
D,2143226,0.0439
D,2143231,-0.0879
D,2143236,0
D,2143241,0.022
D,2143246,-0.022
D,2143251,0.022
D,2143256,0.0659
D,2143261,0.0659
D,2143266,0.022
D,2143271,0.0439
D,2143276,0.0439
D,2143281,0.0659
D,2143286,-0.0439
D,2143291,0.022
D,2143296,0.022
D,2143301,-0.022
D,2143306,0.022
D,2143311,0.022
D,2143316,0.022
D,2143321,0.0879
D,2143326,0.0439
D,2143331,0
D,2143336,0.0439
D,2143341,0.0439
D,2143346,0.0439
D,2143351,0.0439
D,2143356,0.0439
D,2143361,0
D,2143366,0.022
D,2143371,0
D,2143376,0.0439
